kabupaten,tipe,bulan,tahun,bulan_ke,titik_panas
Pontianak,Kabupaten,2018-09,2018,9,94
Pontianak,Kabupaten,2018-10,2018,10,0
Pontianak,Kabupaten,2018-11,2018,11,0
Pontianak,Kabupaten,2018-12,2018,12,3
Pontianak,Kabupaten,2019-01,2019,1,3
Pontianak,Kabupaten,2019-02,2019,2,1
Pontianak,Kabupaten,2019-03,2019,3,76
Pontianak,Kabupaten,2019-04,2019,4,107
Pontianak,Kabupaten,2019-05,2019,5,21
Pontianak,Kabupaten,2019-06,2019,6,1
Pontianak,Kabupaten,2019-07,2019,7,83
Pontianak,Kabupaten,2019-08,2019,8,964
Pontianak,Kabupaten,2019-09,2019,9,236
Pontianak,Kabupaten,2019-10,2019,10,1
Pontianak,Kabupaten,2019-11,2019,11,1
Pontianak,Kabupaten,2019-12,2019,12,0
Pontianak,Kabupaten,2020-01,2020,1,1
Pontianak,Kabupaten,2020-02,2020,2,1
Pontianak,Kabupaten,2020-03,2020,3,18
Pontianak,Kabupaten,2020-04,2020,4,16
Pontianak,Kabupaten,2020-05,2020,5,2
Pontianak,Kabupaten,2020-06,2020,6,2
Pontianak,Kabupaten,2020-07,2020,7,1
Pontianak,Kabupaten,2020-08,2020,8,43
Pontianak,Kabupaten,2020-09,2020,9,19
Pontianak,Kabupaten,2020-10,2020,10,6
Pontianak,Kabupaten,2020-11,2020,11,0
Pontianak,Kabupaten,2020-12,2020,12,10
Pontianak,Kabupaten,2021-01,2021,1,4
Pontianak,Kabupaten,2021-02,2021,2,266
Pontianak,Kabupaten,2021-03,2021,3,35
Pontianak,Kabupaten,2021-04,2021,4,27
Pontianak,Kabupaten,2021-05,2021,5,2
Pontianak,Kabupaten,2021-06,2021,6,1
Pontianak,Kabupaten,2021-07,2021,7,16
Pontianak,Kabupaten,2021-08,2021,8,13
Pontianak,Kabupaten,2021-09,2021,9,4
Pontianak,Kabupaten,2021-10,2021,10,8
Pontianak,Kabupaten,2021-11,2021,11,4
Pontianak,Kabupaten,2021-12,2021,12,13
Pontianak,Kabupaten,2022-01,2022,1,12
Pontianak,Kabupaten,2022-02,2022,2,14
Pontianak,Kabupaten,2022-03,2022,3,347
Pontianak,Kabupaten,2022-04,2022,4,255
Pontianak,Kabupaten,2022-05,2022,5,15
Pontianak,Kabupaten,2022-06,2022,6,1
Pontianak,Kabupaten,2022-07,2022,7,65
Pontianak,Kabupaten,2022-08,2022,8,4
Pontianak,Kabupaten,2022-09,2022,9,4
Pontianak,Kabupaten,2022-10,2022,10,0
Pontianak,Kabupaten,2022-11,2022,11,4
Pontianak,Kabupaten,2022-12,2022,12,9
Pontianak,Kabupaten,2023-01,2023,1,10
Pontianak,Kabupaten,2023-02,2023,2,74
Pontianak,Kabupaten,2023-03,2023,3,2
Pontianak,Kabupaten,2023-04,2023,4,61
Pontianak,Kabupaten,2023-05,2023,5,14
Pontianak,Kabupaten,2023-06,2023,6,36
Pontianak,Kabupaten,2023-07,2023,7,79
Pontianak,Kabupaten,2023-08,2023,8,70
Pontianak,Kabupaten,2023-09,2023,9,295
Pontianak,Kabupaten,2023-10,2023,10,97
Pontianak,Kabupaten,2023-11,2023,11,2
Pontianak,Kabupaten,2023-12,2023,12,0
Pontianak,Kabupaten,2024-01,2024,1,0
Pontianak,Kabupaten,2024-02,2024,2,11
Pontianak,Kabupaten,2024-03,2024,3,13
Pontianak,Kabupaten,2024-04,2024,4,2
Pontianak,Kabupaten,2024-05,2024,5,2
Pontianak,Kabupaten,2024-06,2024,6,8
Pontianak,Kabupaten,2024-07,2024,7,23
Pontianak,Kabupaten,2024-08,2024,8,0
Pontianak,Kabupaten,2024-09,2024,9,51
Pontianak,Kabupaten,2024-10,2024,10,30
Pontianak,Kabupaten,2024-11,2024,11,0
Pontianak,Kabupaten,2024-12,2024,12,2
Pontianak,Kabupaten,2025-01,2025,1,1
Pontianak,Kabupaten,2025-02,2025,2,7
Pontianak,Kabupaten,2025-03,2025,3,1
Pontianak,Kabupaten,2025-04,2025,4,14
Pontianak,Kabupaten,2025-05,2025,5,21
Pontianak,Kabupaten,2025-06,2025,6,13
Pontianak,Kabupaten,2025-07,2025,7,739
Pontianak,Kabupaten,2025-08,2025,8,35
Pontianak,Kabupaten,2025-09,2025,9,13
Pontianak,Kabupaten,2025-10,2025,10,4
Pontianak,Kabupaten,2025-11,2025,11,28
Pontianak,Kabupaten,2025-12,2025,12,2
Pontianak,Kabupaten,2026-01,2026,1,175
Pontianak,Kabupaten,2026-02,2026,2,164
Pontianak,Kabupaten,2026-03,2026,3,476
Pontianak,Kabupaten,2026-04,2026,4,3
Pontianak,Kabupaten,2026-05,2026,5,3
Pontianak,Kabupaten,2026-06,2026,6,11
Pontianak,Kabupaten,2026-07,2026,7,35
Pontianak,Kabupaten,2026-08,2026,8,200
Sambas,Kabupaten,2012-01,2012,1,3
Sambas,Kabupaten,2012-02,2012,2,0
Sambas,Kabupaten,2012-03,2012,3,70
Sambas,Kabupaten,2012-04,2012,4,121
Sambas,Kabupaten,2012-05,2012,5,476
Sambas,Kabupaten,2012-06,2012,6,970
Sambas,Kabupaten,2012-07,2012,7,73
Sambas,Kabupaten,2012-08,2012,8,327
Sambas,Kabupaten,2012-09,2012,9,425
Sambas,Kabupaten,2012-10,2012,10,136
Sambas,Kabupaten,2012-11,2012,11,1
Sambas,Kabupaten,2012-12,2012,12,2
Sambas,Kabupaten,2013-01,2013,1,30
Sambas,Kabupaten,2013-02,2013,2,6
Sambas,Kabupaten,2013-03,2013,3,229
Sambas,Kabupaten,2013-04,2013,4,36
Sambas,Kabupaten,2013-05,2013,5,17
Sambas,Kabupaten,2013-06,2013,6,629
Sambas,Kabupaten,2013-07,2013,7,116
Sambas,Kabupaten,2013-08,2013,8,229
Sambas,Kabupaten,2013-09,2013,9,159
Sambas,Kabupaten,2013-10,2013,10,60
Sambas,Kabupaten,2013-11,2013,11,8
Sambas,Kabupaten,2013-12,2013,12,3
Sambas,Kabupaten,2014-01,2014,1,244
Sambas,Kabupaten,2014-02,2014,2,944
Sambas,Kabupaten,2014-03,2014,3,338
Sambas,Kabupaten,2014-04,2014,4,92
Sambas,Kabupaten,2014-05,2014,5,89
Sambas,Kabupaten,2014-06,2014,6,911
Sambas,Kabupaten,2014-07,2014,7,5285
Sambas,Kabupaten,2014-08,2014,8,143
Sambas,Kabupaten,2014-09,2014,9,37
Sambas,Kabupaten,2014-10,2014,10,4
Sambas,Kabupaten,2014-11,2014,11,0
Sambas,Kabupaten,2014-12,2014,12,10
Sambas,Kabupaten,2015-01,2015,1,0
Sambas,Kabupaten,2015-02,2015,2,1
Sambas,Kabupaten,2015-03,2015,3,105
Sambas,Kabupaten,2015-04,2015,4,25
Sambas,Kabupaten,2015-05,2015,5,85
Sambas,Kabupaten,2015-06,2015,6,48
Sambas,Kabupaten,2015-07,2015,7,382
Sambas,Kabupaten,2015-08,2015,8,71
Sambas,Kabupaten,2015-09,2015,9,71
Sambas,Kabupaten,2015-10,2015,10,9
Sambas,Kabupaten,2015-11,2015,11,0
Sambas,Kabupaten,2015-12,2015,12,24
Sambas,Kabupaten,2016-01,2016,1,1
Sambas,Kabupaten,2016-02,2016,2,0
Sambas,Kabupaten,2016-03,2016,3,37
Sambas,Kabupaten,2016-04,2016,4,27
Sambas,Kabupaten,2016-05,2016,5,11
Sambas,Kabupaten,2016-06,2016,6,2
Sambas,Kabupaten,2016-07,2016,7,79
Sambas,Kabupaten,2016-08,2016,8,625
Sambas,Kabupaten,2016-09,2016,9,54
Sambas,Kabupaten,2016-10,2016,10,26
Sambas,Kabupaten,2016-11,2016,11,3
Sambas,Kabupaten,2016-12,2016,12,8
Sambas,Kabupaten,2017-01,2017,1,22
Sambas,Kabupaten,2017-02,2017,2,1
Sambas,Kabupaten,2017-03,2017,3,13
Sambas,Kabupaten,2017-04,2017,4,7
Sambas,Kabupaten,2017-05,2017,5,17
Sambas,Kabupaten,2017-06,2017,6,26
Sambas,Kabupaten,2017-07,2017,7,96
Sambas,Kabupaten,2017-08,2017,8,21
Sambas,Kabupaten,2017-09,2017,9,13
Sambas,Kabupaten,2017-10,2017,10,30
Sambas,Kabupaten,2017-11,2017,11,0
Sambas,Kabupaten,2017-12,2017,12,2
Sambas,Kabupaten,2018-01,2018,1,0
Sambas,Kabupaten,2018-02,2018,2,73
Sambas,Kabupaten,2018-03,2018,3,8
Sambas,Kabupaten,2018-04,2018,4,11
Sambas,Kabupaten,2018-05,2018,5,12
Sambas,Kabupaten,2018-06,2018,6,10
Sambas,Kabupaten,2018-07,2018,7,292
Sambas,Kabupaten,2018-08,2018,8,1925
Sambas,Kabupaten,2018-09,2018,9,65
Sambas,Kabupaten,2018-10,2018,10,1
Sambas,Kabupaten,2018-11,2018,11,4
Sambas,Kabupaten,2018-12,2018,12,1
Sambas,Kabupaten,2019-01,2019,1,5
Sambas,Kabupaten,2019-02,2019,2,2
Sambas,Kabupaten,2019-03,2019,3,51
Sambas,Kabupaten,2019-04,2019,4,67
Sambas,Kabupaten,2019-05,2019,5,244
Sambas,Kabupaten,2019-06,2019,6,3
Sambas,Kabupaten,2019-07,2019,7,44
Sambas,Kabupaten,2019-08,2019,8,484
Sambas,Kabupaten,2019-09,2019,9,501
Sambas,Kabupaten,2019-10,2019,10,1
Sambas,Kabupaten,2019-11,2019,11,0
Sambas,Kabupaten,2019-12,2019,12,0
Sambas,Kabupaten,2020-01,2020,1,2
Sambas,Kabupaten,2020-02,2020,2,11
Sambas,Kabupaten,2020-03,2020,3,20
Sambas,Kabupaten,2020-04,2020,4,16
Sambas,Kabupaten,2020-05,2020,5,10
Sambas,Kabupaten,2020-06,2020,6,4
Sambas,Kabupaten,2020-07,2020,7,3
Sambas,Kabupaten,2020-08,2020,8,10
Sambas,Kabupaten,2020-09,2020,9,5
Sambas,Kabupaten,2020-10,2020,10,16
Sambas,Kabupaten,2020-11,2020,11,0
Sambas,Kabupaten,2020-12,2020,12,0
Sambas,Kabupaten,2021-01,2021,1,1
Sambas,Kabupaten,2021-02,2021,2,92
Sambas,Kabupaten,2021-03,2021,3,44
Sambas,Kabupaten,2021-04,2021,4,153
Sambas,Kabupaten,2021-05,2021,5,69
Sambas,Kabupaten,2021-06,2021,6,7
Sambas,Kabupaten,2021-07,2021,7,93
Sambas,Kabupaten,2021-08,2021,8,54
Sambas,Kabupaten,2021-09,2021,9,11
Sambas,Kabupaten,2021-10,2021,10,16
Sambas,Kabupaten,2021-11,2021,11,9
Sambas,Kabupaten,2021-12,2021,12,2
Sambas,Kabupaten,2022-01,2022,1,3
Sambas,Kabupaten,2022-02,2022,2,3
Sambas,Kabupaten,2022-03,2022,3,390
Sambas,Kabupaten,2022-04,2022,4,25
Sambas,Kabupaten,2022-05,2022,5,15
Sambas,Kabupaten,2022-06,2022,6,2
Sambas,Kabupaten,2022-07,2022,7,33
Sambas,Kabupaten,2022-08,2022,8,17
Sambas,Kabupaten,2022-09,2022,9,5
Sambas,Kabupaten,2022-10,2022,10,3
Sambas,Kabupaten,2022-11,2022,11,1
Sambas,Kabupaten,2022-12,2022,12,5
Sambas,Kabupaten,2023-01,2023,1,2
Sambas,Kabupaten,2023-02,2023,2,8
Sambas,Kabupaten,2023-03,2023,3,0
Sambas,Kabupaten,2023-04,2023,4,49
Sambas,Kabupaten,2023-05,2023,5,41
Sambas,Kabupaten,2023-06,2023,6,98
Sambas,Kabupaten,2023-07,2023,7,233
Sambas,Kabupaten,2023-08,2023,8,233
Sambas,Kabupaten,2023-09,2023,9,292
Sambas,Kabupaten,2023-10,2023,10,10
Sambas,Kabupaten,2023-11,2023,11,1
Sambas,Kabupaten,2023-12,2023,12,1
Sambas,Kabupaten,2024-01,2024,1,2
Sambas,Kabupaten,2024-02,2024,2,5
Sambas,Kabupaten,2024-03,2024,3,101
Sambas,Kabupaten,2024-04,2024,4,39
Sambas,Kabupaten,2024-05,2024,5,6
Sambas,Kabupaten,2024-06,2024,6,2
Sambas,Kabupaten,2024-07,2024,7,15
Sambas,Kabupaten,2024-08,2024,8,2
Sambas,Kabupaten,2024-09,2024,9,58
Sambas,Kabupaten,2024-10,2024,10,179
Sambas,Kabupaten,2024-11,2024,11,18
Sambas,Kabupaten,2024-12,2024,12,0
Sambas,Kabupaten,2025-01,2025,1,0
Sambas,Kabupaten,2025-02,2025,2,1
Sambas,Kabupaten,2025-03,2025,3,1
Sambas,Kabupaten,2025-04,2025,4,8
Sambas,Kabupaten,2025-05,2025,5,52
Sambas,Kabupaten,2025-06,2025,6,39
Sambas,Kabupaten,2025-07,2025,7,622
Sambas,Kabupaten,2025-08,2025,8,37
Sambas,Kabupaten,2025-09,2025,9,37
Sambas,Kabupaten,2025-10,2025,10,21
Sambas,Kabupaten,2025-11,2025,11,18
Sambas,Kabupaten,2025-12,2025,12,0
Sambas,Kabupaten,2026-01,2026,1,132
Sambas,Kabupaten,2026-02,2026,2,14
Sambas,Kabupaten,2026-03,2026,3,91
Sambas,Kabupaten,2026-04,2026,4,92
Sambas,Kabupaten,2026-05,2026,5,30
Sambas,Kabupaten,2026-06,2026,6,9
Sambas,Kabupaten,2026-07,2026,7,35
Sambas,Kabupaten,2026-08,2026,8,209
Sanggau,Kabupaten,2012-01,2012,1,2
Sanggau,Kabupaten,2012-02,2012,2,1
Sanggau,Kabupaten,2012-03,2012,3,8
Sanggau,Kabupaten,2012-04,2012,4,11
Sanggau,Kabupaten,2012-05,2012,5,38
Sanggau,Kabupaten,2012-06,2012,6,111
Sanggau,Kabupaten,2012-07,2012,7,157
Sanggau,Kabupaten,2012-08,2012,8,2304
Sanggau,Kabupaten,2012-09,2012,9,1138
Sanggau,Kabupaten,2012-10,2012,10,34
Sanggau,Kabupaten,2012-11,2012,11,4
Sanggau,Kabupaten,2012-12,2012,12,8
Sanggau,Kabupaten,2013-01,2013,1,35
Sanggau,Kabupaten,2013-02,2013,2,7
Sanggau,Kabupaten,2013-03,2013,3,75
Sanggau,Kabupaten,2013-04,2013,4,1
Sanggau,Kabupaten,2013-05,2013,5,1
Sanggau,Kabupaten,2013-06,2013,6,89
Sanggau,Kabupaten,2013-07,2013,7,149
Sanggau,Kabupaten,2013-08,2013,8,2840
Sanggau,Kabupaten,2013-09,2013,9,583
Sanggau,Kabupaten,2013-10,2013,10,62
Sanggau,Kabupaten,2013-11,2013,11,3
Sanggau,Kabupaten,2013-12,2013,12,1
Sanggau,Kabupaten,2014-01,2014,1,55
Sanggau,Kabupaten,2014-02,2014,2,112
Sanggau,Kabupaten,2014-03,2014,3,29
Sanggau,Kabupaten,2014-04,2014,4,23
Sanggau,Kabupaten,2014-05,2014,5,29
Sanggau,Kabupaten,2014-06,2014,6,48
Sanggau,Kabupaten,2014-07,2014,7,1612
Sanggau,Kabupaten,2014-08,2014,8,1580
Sanggau,Kabupaten,2014-09,2014,9,798
Sanggau,Kabupaten,2014-10,2014,10,39
Sanggau,Kabupaten,2014-11,2014,11,18
Sanggau,Kabupaten,2014-12,2014,12,12
Sanggau,Kabupaten,2015-01,2015,1,3
Sanggau,Kabupaten,2015-02,2015,2,15
Sanggau,Kabupaten,2015-03,2015,3,22
Sanggau,Kabupaten,2015-04,2015,4,9
Sanggau,Kabupaten,2015-05,2015,5,25
Sanggau,Kabupaten,2015-06,2015,6,46
Sanggau,Kabupaten,2015-07,2015,7,361
Sanggau,Kabupaten,2015-08,2015,8,3271
Sanggau,Kabupaten,2015-09,2015,9,410
Sanggau,Kabupaten,2015-10,2015,10,33
Sanggau,Kabupaten,2015-11,2015,11,3
Sanggau,Kabupaten,2015-12,2015,12,19
Sanggau,Kabupaten,2016-01,2016,1,5
Sanggau,Kabupaten,2016-02,2016,2,0
Sanggau,Kabupaten,2016-03,2016,3,2
Sanggau,Kabupaten,2016-04,2016,4,5
Sanggau,Kabupaten,2016-05,2016,5,12
Sanggau,Kabupaten,2016-06,2016,6,8
Sanggau,Kabupaten,2016-07,2016,7,75
Sanggau,Kabupaten,2016-08,2016,8,1874
Sanggau,Kabupaten,2016-09,2016,9,610
Sanggau,Kabupaten,2016-10,2016,10,57
Sanggau,Kabupaten,2016-11,2016,11,8
Sanggau,Kabupaten,2016-12,2016,12,4
Sanggau,Kabupaten,2017-01,2017,1,5
Sanggau,Kabupaten,2017-02,2017,2,2
Sanggau,Kabupaten,2017-03,2017,3,0
Sanggau,Kabupaten,2017-04,2017,4,4
Sanggau,Kabupaten,2017-05,2017,5,4
Sanggau,Kabupaten,2017-06,2017,6,18
Sanggau,Kabupaten,2017-07,2017,7,278
Sanggau,Kabupaten,2017-08,2017,8,640
Sanggau,Kabupaten,2017-09,2017,9,874
Sanggau,Kabupaten,2017-10,2017,10,26
Sanggau,Kabupaten,2017-11,2017,11,1
Sanggau,Kabupaten,2017-12,2017,12,4
Sanggau,Kabupaten,2018-01,2018,1,3
Sanggau,Kabupaten,2018-02,2018,2,25
Sanggau,Kabupaten,2018-03,2018,3,2
Sanggau,Kabupaten,2018-04,2018,4,10
Sanggau,Kabupaten,2018-05,2018,5,6
Sanggau,Kabupaten,2018-06,2018,6,17
Sanggau,Kabupaten,2018-07,2018,7,413
Sanggau,Kabupaten,2018-08,2018,8,2683
Sanggau,Kabupaten,2018-09,2018,9,354
Sanggau,Kabupaten,2018-10,2018,10,13
Sanggau,Kabupaten,2018-11,2018,11,3
Sanggau,Kabupaten,2018-12,2018,12,0
Sanggau,Kabupaten,2019-01,2019,1,1
Sanggau,Kabupaten,2019-02,2019,2,1
Sanggau,Kabupaten,2019-03,2019,3,8
Sanggau,Kabupaten,2019-04,2019,4,3
Sanggau,Kabupaten,2019-05,2019,5,3
Sanggau,Kabupaten,2019-06,2019,6,8
Sanggau,Kabupaten,2019-07,2019,7,170
Sanggau,Kabupaten,2019-08,2019,8,1903
Sanggau,Kabupaten,2019-09,2019,9,678
Sanggau,Kabupaten,2019-10,2019,10,6
Sanggau,Kabupaten,2019-11,2019,11,6
Sanggau,Kabupaten,2019-12,2019,12,2
Sanggau,Kabupaten,2020-01,2020,1,3
Sanggau,Kabupaten,2020-02,2020,2,5
Sanggau,Kabupaten,2020-03,2020,3,4
Sanggau,Kabupaten,2020-04,2020,4,6
Sanggau,Kabupaten,2020-05,2020,5,6
Sanggau,Kabupaten,2020-06,2020,6,1
Sanggau,Kabupaten,2020-07,2020,7,10
Sanggau,Kabupaten,2020-08,2020,8,1415
Sanggau,Kabupaten,2020-09,2020,9,481
Sanggau,Kabupaten,2020-10,2020,10,101
Sanggau,Kabupaten,2020-11,2020,11,1
Sanggau,Kabupaten,2020-12,2020,12,0
Sanggau,Kabupaten,2021-01,2021,1,0
Sanggau,Kabupaten,2021-02,2021,2,12
Sanggau,Kabupaten,2021-03,2021,3,8
Sanggau,Kabupaten,2021-04,2021,4,13
Sanggau,Kabupaten,2021-05,2021,5,7
Sanggau,Kabupaten,2021-06,2021,6,10
Sanggau,Kabupaten,2021-07,2021,7,161
Sanggau,Kabupaten,2021-08,2021,8,604
Sanggau,Kabupaten,2021-09,2021,9,939
Sanggau,Kabupaten,2021-10,2021,10,133
Sanggau,Kabupaten,2021-11,2021,11,7
Sanggau,Kabupaten,2021-12,2021,12,5
Sanggau,Kabupaten,2022-01,2022,1,10
Sanggau,Kabupaten,2022-02,2022,2,14
Sanggau,Kabupaten,2022-03,2022,3,20
Sanggau,Kabupaten,2022-04,2022,4,24
Sanggau,Kabupaten,2022-05,2022,5,43
Sanggau,Kabupaten,2022-06,2022,6,28
Sanggau,Kabupaten,2022-07,2022,7,221
Sanggau,Kabupaten,2022-08,2022,8,770
Sanggau,Kabupaten,2022-09,2022,9,247
Sanggau,Kabupaten,2022-10,2022,10,13
Sanggau,Kabupaten,2022-11,2022,11,20
Sanggau,Kabupaten,2022-12,2022,12,9
Sanggau,Kabupaten,2023-01,2023,1,9
Sanggau,Kabupaten,2023-02,2023,2,17
Sanggau,Kabupaten,2023-03,2023,3,10
Sanggau,Kabupaten,2023-04,2023,4,56
Sanggau,Kabupaten,2023-05,2023,5,47
Sanggau,Kabupaten,2023-06,2023,6,66
Sanggau,Kabupaten,2023-07,2023,7,1240
Sanggau,Kabupaten,2023-08,2023,8,2492
Sanggau,Kabupaten,2023-09,2023,9,304
Sanggau,Kabupaten,2023-10,2023,10,25
Sanggau,Kabupaten,2023-11,2023,11,11
Sanggau,Kabupaten,2023-12,2023,12,4
Sanggau,Kabupaten,2024-01,2024,1,11
Sanggau,Kabupaten,2024-02,2024,2,3
Sanggau,Kabupaten,2024-03,2024,3,24
Sanggau,Kabupaten,2024-04,2024,4,7
Sanggau,Kabupaten,2024-05,2024,5,6
Sanggau,Kabupaten,2024-06,2024,6,24
Sanggau,Kabupaten,2024-07,2024,7,180
Sanggau,Kabupaten,2024-08,2024,8,500
Sanggau,Kabupaten,2024-09,2024,9,2205
Sanggau,Kabupaten,2024-10,2024,10,60
Sanggau,Kabupaten,2024-11,2024,11,5
Sanggau,Kabupaten,2024-12,2024,12,1
Sanggau,Kabupaten,2025-01,2025,1,1
Sanggau,Kabupaten,2025-02,2025,2,10
Sanggau,Kabupaten,2025-03,2025,3,2
Sanggau,Kabupaten,2025-04,2025,4,7
Sanggau,Kabupaten,2025-05,2025,5,47
Sanggau,Kabupaten,2025-06,2025,6,30
Sanggau,Kabupaten,2025-07,2025,7,1420
Sanggau,Kabupaten,2025-08,2025,8,2187
Sanggau,Kabupaten,2025-09,2025,9,1043
Sanggau,Kabupaten,2025-10,2025,10,32
Sanggau,Kabupaten,2025-11,2025,11,10
Sanggau,Kabupaten,2025-12,2025,12,10
Sanggau,Kabupaten,2026-01,2026,1,79
Sanggau,Kabupaten,2026-02,2026,2,6
Sanggau,Kabupaten,2026-03,2026,3,46
Sanggau,Kabupaten,2026-04,2026,4,17
Sanggau,Kabupaten,2026-05,2026,5,26
Sanggau,Kabupaten,2026-06,2026,6,33
Sanggau,Kabupaten,2026-07,2026,7,712
Sanggau,Kabupaten,2026-08,2026,8,3341
Sekadau,Kabupaten,2012-01,2012,1,0
Sekadau,Kabupaten,2012-02,2012,2,0
Sekadau,Kabupaten,2012-03,2012,3,0
Sekadau,Kabupaten,2012-04,2012,4,2
Sekadau,Kabupaten,2012-05,2012,5,2
Sekadau,Kabupaten,2012-06,2012,6,10
Sekadau,Kabupaten,2012-07,2012,7,2
Sekadau,Kabupaten,2012-08,2012,8,322
Sekadau,Kabupaten,2012-09,2012,9,961
Sekadau,Kabupaten,2012-10,2012,10,7
Sekadau,Kabupaten,2012-11,2012,11,3
Sekadau,Kabupaten,2012-12,2012,12,0
Sekadau,Kabupaten,2013-01,2013,1,16
Sekadau,Kabupaten,2013-02,2013,2,0
Sekadau,Kabupaten,2013-03,2013,3,2
Sekadau,Kabupaten,2013-04,2013,4,1
Sekadau,Kabupaten,2013-05,2013,5,0
Sekadau,Kabupaten,2013-06,2013,6,43
Sekadau,Kabupaten,2013-07,2013,7,10
Sekadau,Kabupaten,2013-08,2013,8,503
Sekadau,Kabupaten,2013-09,2013,9,794
Sekadau,Kabupaten,2013-10,2013,10,37
Sekadau,Kabupaten,2013-11,2013,11,1
Sekadau,Kabupaten,2013-12,2013,12,6
Sekadau,Kabupaten,2014-01,2014,1,6
Sekadau,Kabupaten,2014-02,2014,2,7
Sekadau,Kabupaten,2014-03,2014,3,1
Sekadau,Kabupaten,2014-04,2014,4,6
Sekadau,Kabupaten,2014-05,2014,5,8
Sekadau,Kabupaten,2014-06,2014,6,4
Sekadau,Kabupaten,2014-07,2014,7,201
Sekadau,Kabupaten,2014-08,2014,8,478
Sekadau,Kabupaten,2014-09,2014,9,759
Sekadau,Kabupaten,2014-10,2014,10,11
Sekadau,Kabupaten,2014-11,2014,11,3
Sekadau,Kabupaten,2014-12,2014,12,7
Sekadau,Kabupaten,2015-01,2015,1,1
Sekadau,Kabupaten,2015-02,2015,2,9
Sekadau,Kabupaten,2015-03,2015,3,9
Sekadau,Kabupaten,2015-04,2015,4,5
Sekadau,Kabupaten,2015-05,2015,5,5
Sekadau,Kabupaten,2015-06,2015,6,2
Sekadau,Kabupaten,2015-07,2015,7,98
Sekadau,Kabupaten,2015-08,2015,8,1224
Sekadau,Kabupaten,2015-09,2015,9,422
Sekadau,Kabupaten,2015-10,2015,10,39
Sekadau,Kabupaten,2015-11,2015,11,3
Sekadau,Kabupaten,2015-12,2015,12,2
Sekadau,Kabupaten,2016-01,2016,1,3
Sekadau,Kabupaten,2016-02,2016,2,0
Sekadau,Kabupaten,2016-03,2016,3,0
Sekadau,Kabupaten,2016-04,2016,4,3
Sekadau,Kabupaten,2016-05,2016,5,1
Sekadau,Kabupaten,2016-06,2016,6,1
Sekadau,Kabupaten,2016-07,2016,7,2
Sekadau,Kabupaten,2016-08,2016,8,343
Sekadau,Kabupaten,2016-09,2016,9,1016
Sekadau,Kabupaten,2016-10,2016,10,54
Sekadau,Kabupaten,2016-11,2016,11,5
Sekadau,Kabupaten,2016-12,2016,12,0
Sekadau,Kabupaten,2017-01,2017,1,1
Sekadau,Kabupaten,2017-02,2017,2,1
Sekadau,Kabupaten,2017-03,2017,3,3
Sekadau,Kabupaten,2017-04,2017,4,3
Sekadau,Kabupaten,2017-05,2017,5,1
Sekadau,Kabupaten,2017-06,2017,6,1
Sekadau,Kabupaten,2017-07,2017,7,18
Sekadau,Kabupaten,2017-08,2017,8,76
Sekadau,Kabupaten,2017-09,2017,9,457
Sekadau,Kabupaten,2017-10,2017,10,30
Sekadau,Kabupaten,2017-11,2017,11,0
Sekadau,Kabupaten,2017-12,2017,12,0
Sekadau,Kabupaten,2018-01,2018,1,0
Sekadau,Kabupaten,2018-02,2018,2,6
Sekadau,Kabupaten,2018-03,2018,3,0
Sekadau,Kabupaten,2018-04,2018,4,4
Sekadau,Kabupaten,2018-05,2018,5,1
Sekadau,Kabupaten,2018-06,2018,6,2
Sekadau,Kabupaten,2018-07,2018,7,52
Sekadau,Kabupaten,2018-08,2018,8,661
Sekadau,Kabupaten,2018-09,2018,9,538
Sekadau,Kabupaten,2018-10,2018,10,10
Sekadau,Kabupaten,2018-11,2018,11,0
Sekadau,Kabupaten,2018-12,2018,12,0
Sekadau,Kabupaten,2019-01,2019,1,2
Sekadau,Kabupaten,2019-02,2019,2,0
Sekadau,Kabupaten,2019-03,2019,3,0
Sekadau,Kabupaten,2019-04,2019,4,0
Sekadau,Kabupaten,2019-05,2019,5,2
Sekadau,Kabupaten,2019-06,2019,6,1
Sekadau,Kabupaten,2019-07,2019,7,2
Sekadau,Kabupaten,2019-08,2019,8,287
Sekadau,Kabupaten,2019-09,2019,9,447
Sekadau,Kabupaten,2019-10,2019,10,23
Sekadau,Kabupaten,2019-11,2019,11,4
Sekadau,Kabupaten,2019-12,2019,12,2
Sekadau,Kabupaten,2020-01,2020,1,1
Sekadau,Kabupaten,2020-02,2020,2,2
Sekadau,Kabupaten,2020-03,2020,3,1
Sekadau,Kabupaten,2020-04,2020,4,1
Sekadau,Kabupaten,2020-05,2020,5,0
Sekadau,Kabupaten,2020-06,2020,6,3
Sekadau,Kabupaten,2020-07,2020,7,0
Sekadau,Kabupaten,2020-08,2020,8,188
Sekadau,Kabupaten,2020-09,2020,9,391
Sekadau,Kabupaten,2020-10,2020,10,103
Sekadau,Kabupaten,2020-11,2020,11,0
Sekadau,Kabupaten,2020-12,2020,12,0
Sekadau,Kabupaten,2021-01,2021,1,0
Sekadau,Kabupaten,2021-02,2021,2,2
Sekadau,Kabupaten,2021-03,2021,3,0
Sekadau,Kabupaten,2021-04,2021,4,0
Sekadau,Kabupaten,2021-05,2021,5,2
Sekadau,Kabupaten,2021-06,2021,6,0
Sekadau,Kabupaten,2021-07,2021,7,39
Sekadau,Kabupaten,2021-08,2021,8,30
