kabupaten,tipe,bulan,tahun,bulan_ke,titik_panas
Sekadau,Kabupaten,2021-09,2021,9,731
Sekadau,Kabupaten,2021-10,2021,10,115
Sekadau,Kabupaten,2021-11,2021,11,0
Sekadau,Kabupaten,2021-12,2021,12,2
Sekadau,Kabupaten,2022-01,2022,1,3
Sekadau,Kabupaten,2022-02,2022,2,1
Sekadau,Kabupaten,2022-03,2022,3,7
Sekadau,Kabupaten,2022-04,2022,4,4
Sekadau,Kabupaten,2022-05,2022,5,10
Sekadau,Kabupaten,2022-06,2022,6,5
Sekadau,Kabupaten,2022-07,2022,7,45
Sekadau,Kabupaten,2022-08,2022,8,361
Sekadau,Kabupaten,2022-09,2022,9,151
Sekadau,Kabupaten,2022-10,2022,10,27
Sekadau,Kabupaten,2022-11,2022,11,1
Sekadau,Kabupaten,2022-12,2022,12,3
Sekadau,Kabupaten,2023-01,2023,1,4
Sekadau,Kabupaten,2023-02,2023,2,3
Sekadau,Kabupaten,2023-03,2023,3,6
Sekadau,Kabupaten,2023-04,2023,4,12
Sekadau,Kabupaten,2023-05,2023,5,7
Sekadau,Kabupaten,2023-06,2023,6,12
Sekadau,Kabupaten,2023-07,2023,7,318
Sekadau,Kabupaten,2023-08,2023,8,848
Sekadau,Kabupaten,2023-09,2023,9,290
Sekadau,Kabupaten,2023-10,2023,10,24
Sekadau,Kabupaten,2023-11,2023,11,7
Sekadau,Kabupaten,2023-12,2023,12,7
Sekadau,Kabupaten,2024-01,2024,1,2
Sekadau,Kabupaten,2024-02,2024,2,4
Sekadau,Kabupaten,2024-03,2024,3,8
Sekadau,Kabupaten,2024-04,2024,4,3
Sekadau,Kabupaten,2024-05,2024,5,4
Sekadau,Kabupaten,2024-06,2024,6,1
Sekadau,Kabupaten,2024-07,2024,7,47
Sekadau,Kabupaten,2024-08,2024,8,214
Sekadau,Kabupaten,2024-09,2024,9,1082
Sekadau,Kabupaten,2024-10,2024,10,34
Sekadau,Kabupaten,2024-11,2024,11,1
Sekadau,Kabupaten,2024-12,2024,12,4
Sekadau,Kabupaten,2025-01,2025,1,0
Sekadau,Kabupaten,2025-02,2025,2,0
Sekadau,Kabupaten,2025-03,2025,3,1
Sekadau,Kabupaten,2025-04,2025,4,2
Sekadau,Kabupaten,2025-05,2025,5,4
Sekadau,Kabupaten,2025-06,2025,6,4
Sekadau,Kabupaten,2025-07,2025,7,171
Sekadau,Kabupaten,2025-08,2025,8,601
Sekadau,Kabupaten,2025-09,2025,9,1404
Sekadau,Kabupaten,2025-10,2025,10,20
Sekadau,Kabupaten,2025-11,2025,11,4
Sekadau,Kabupaten,2025-12,2025,12,3
Sekadau,Kabupaten,2026-01,2026,1,18
Sekadau,Kabupaten,2026-02,2026,2,6
Sekadau,Kabupaten,2026-03,2026,3,11
Sekadau,Kabupaten,2026-04,2026,4,4
Sekadau,Kabupaten,2026-05,2026,5,4
Sekadau,Kabupaten,2026-06,2026,6,11
Sekadau,Kabupaten,2026-07,2026,7,160
Sekadau,Kabupaten,2026-08,2026,8,950
Singkawang,Kota,2012-01,2012,1,0
Singkawang,Kota,2012-02,2012,2,0
Singkawang,Kota,2012-03,2012,3,1
Singkawang,Kota,2012-04,2012,4,5
Singkawang,Kota,2012-05,2012,5,7
Singkawang,Kota,2012-06,2012,6,60
Singkawang,Kota,2012-07,2012,7,3
Singkawang,Kota,2012-08,2012,8,27
Singkawang,Kota,2012-09,2012,9,13
Singkawang,Kota,2012-10,2012,10,15
Singkawang,Kota,2012-11,2012,11,1
Singkawang,Kota,2012-12,2012,12,0
Singkawang,Kota,2013-01,2013,1,7
Singkawang,Kota,2013-02,2013,2,3
Singkawang,Kota,2013-03,2013,3,29
Singkawang,Kota,2013-04,2013,4,6
Singkawang,Kota,2013-05,2013,5,1
Singkawang,Kota,2013-06,2013,6,27
Singkawang,Kota,2013-07,2013,7,1
Singkawang,Kota,2013-08,2013,8,5
Singkawang,Kota,2013-09,2013,9,4
Singkawang,Kota,2013-10,2013,10,2
Singkawang,Kota,2013-11,2013,11,1
Singkawang,Kota,2013-12,2013,12,0
Singkawang,Kota,2014-01,2014,1,43
Singkawang,Kota,2014-02,2014,2,41
Singkawang,Kota,2014-03,2014,3,36
Singkawang,Kota,2014-04,2014,4,4
Singkawang,Kota,2014-05,2014,5,1
Singkawang,Kota,2014-06,2014,6,7
Singkawang,Kota,2014-07,2014,7,233
Singkawang,Kota,2014-08,2014,8,13
Singkawang,Kota,2014-09,2014,9,1
Singkawang,Kota,2014-10,2014,10,4
Singkawang,Kota,2014-11,2014,11,0
Singkawang,Kota,2014-12,2014,12,0
Singkawang,Kota,2015-01,2015,1,0
Singkawang,Kota,2015-02,2015,2,2
Singkawang,Kota,2015-03,2015,3,2
Singkawang,Kota,2015-04,2015,4,0
Singkawang,Kota,2015-05,2015,5,2
Singkawang,Kota,2015-06,2015,6,3
Singkawang,Kota,2015-07,2015,7,5
Singkawang,Kota,2015-08,2015,8,15
Singkawang,Kota,2015-09,2015,9,4
Singkawang,Kota,2015-10,2015,10,0
Singkawang,Kota,2015-11,2015,11,0
Singkawang,Kota,2015-12,2015,12,3
Singkawang,Kota,2016-01,2016,1,0
Singkawang,Kota,2016-02,2016,2,0
Singkawang,Kota,2016-03,2016,3,0
Singkawang,Kota,2016-04,2016,4,1
Singkawang,Kota,2016-05,2016,5,0
Singkawang,Kota,2016-06,2016,6,2
Singkawang,Kota,2016-07,2016,7,5
Singkawang,Kota,2016-08,2016,8,16
Singkawang,Kota,2016-09,2016,9,7
Singkawang,Kota,2016-10,2016,10,1
Singkawang,Kota,2016-11,2016,11,0
Singkawang,Kota,2016-12,2016,12,2
Singkawang,Kota,2017-01,2017,1,3
Singkawang,Kota,2017-02,2017,2,2
Singkawang,Kota,2017-03,2017,3,0
Singkawang,Kota,2017-04,2017,4,2
Singkawang,Kota,2017-05,2017,5,0
Singkawang,Kota,2017-06,2017,6,2
Singkawang,Kota,2017-07,2017,7,1
Singkawang,Kota,2017-08,2017,8,1
Singkawang,Kota,2017-09,2017,9,0
Singkawang,Kota,2017-10,2017,10,2
Singkawang,Kota,2017-11,2017,11,0
Singkawang,Kota,2017-12,2017,12,2
Singkawang,Kota,2018-01,2018,1,0
Singkawang,Kota,2018-02,2018,2,2
Singkawang,Kota,2018-03,2018,3,3
Singkawang,Kota,2018-04,2018,4,2
Singkawang,Kota,2018-05,2018,5,0
Singkawang,Kota,2018-06,2018,6,0
Singkawang,Kota,2018-07,2018,7,0
Singkawang,Kota,2018-08,2018,8,59
Singkawang,Kota,2018-09,2018,9,4
Singkawang,Kota,2018-10,2018,10,1
Singkawang,Kota,2018-11,2018,11,1
Singkawang,Kota,2018-12,2018,12,0
Singkawang,Kota,2019-01,2019,1,1
Singkawang,Kota,2019-02,2019,2,0
Singkawang,Kota,2019-03,2019,3,83
Singkawang,Kota,2019-04,2019,4,3
Singkawang,Kota,2019-05,2019,5,0
Singkawang,Kota,2019-06,2019,6,0
Singkawang,Kota,2019-07,2019,7,6
Singkawang,Kota,2019-08,2019,8,28
Singkawang,Kota,2019-09,2019,9,49
Singkawang,Kota,2019-10,2019,10,0
Singkawang,Kota,2019-11,2019,11,0
Singkawang,Kota,2019-12,2019,12,0
Singkawang,Kota,2020-01,2020,1,0
Singkawang,Kota,2020-02,2020,2,0
Singkawang,Kota,2020-03,2020,3,0
Singkawang,Kota,2020-04,2020,4,1
Singkawang,Kota,2020-05,2020,5,0
Singkawang,Kota,2020-06,2020,6,0
Singkawang,Kota,2020-07,2020,7,0
Singkawang,Kota,2020-08,2020,8,0
Singkawang,Kota,2020-09,2020,9,0
Singkawang,Kota,2020-10,2020,10,0
Singkawang,Kota,2020-11,2020,11,0
Singkawang,Kota,2020-12,2020,12,0
Singkawang,Kota,2021-01,2021,1,0
Singkawang,Kota,2021-02,2021,2,1
Singkawang,Kota,2021-03,2021,3,0
Singkawang,Kota,2021-04,2021,4,3
Singkawang,Kota,2021-05,2021,5,0
Singkawang,Kota,2021-06,2021,6,0
Singkawang,Kota,2021-07,2021,7,3
Singkawang,Kota,2021-08,2021,8,0
Singkawang,Kota,2021-09,2021,9,0
Singkawang,Kota,2021-10,2021,10,0
Singkawang,Kota,2021-11,2021,11,0
Singkawang,Kota,2021-12,2021,12,0
Singkawang,Kota,2022-01,2022,1,0
Singkawang,Kota,2022-02,2022,2,0
Singkawang,Kota,2022-03,2022,3,6
Singkawang,Kota,2022-04,2022,4,20
Singkawang,Kota,2022-05,2022,5,1
Singkawang,Kota,2022-06,2022,6,0
Singkawang,Kota,2022-07,2022,7,3
Singkawang,Kota,2022-08,2022,8,0
Singkawang,Kota,2022-09,2022,9,1
Singkawang,Kota,2022-10,2022,10,0
Singkawang,Kota,2022-11,2022,11,0
Singkawang,Kota,2022-12,2022,12,0
Singkawang,Kota,2023-01,2023,1,0
Singkawang,Kota,2023-02,2023,2,1
Singkawang,Kota,2023-03,2023,3,0
Singkawang,Kota,2023-04,2023,4,3
Singkawang,Kota,2023-05,2023,5,2
Singkawang,Kota,2023-06,2023,6,3
Singkawang,Kota,2023-07,2023,7,5
Singkawang,Kota,2023-08,2023,8,9
Singkawang,Kota,2023-09,2023,9,45
Singkawang,Kota,2023-10,2023,10,1
Singkawang,Kota,2023-11,2023,11,0
Singkawang,Kota,2023-12,2023,12,0
Singkawang,Kota,2024-01,2024,1,0
Singkawang,Kota,2024-02,2024,2,0
Singkawang,Kota,2024-03,2024,3,1
Singkawang,Kota,2024-04,2024,4,0
Singkawang,Kota,2024-05,2024,5,0
Singkawang,Kota,2024-06,2024,6,1
Singkawang,Kota,2024-07,2024,7,6
Singkawang,Kota,2024-08,2024,8,0
Singkawang,Kota,2024-09,2024,9,1
Singkawang,Kota,2024-10,2024,10,11
Singkawang,Kota,2024-11,2024,11,1
Singkawang,Kota,2024-12,2024,12,0
Singkawang,Kota,2025-01,2025,1,0
Singkawang,Kota,2025-02,2025,2,2
Singkawang,Kota,2025-03,2025,3,0
Singkawang,Kota,2025-04,2025,4,0
Singkawang,Kota,2025-05,2025,5,1
Singkawang,Kota,2025-06,2025,6,2
Singkawang,Kota,2025-07,2025,7,9
Singkawang,Kota,2025-08,2025,8,1
Singkawang,Kota,2025-09,2025,9,1
Singkawang,Kota,2025-10,2025,10,0
Singkawang,Kota,2025-11,2025,11,0
Singkawang,Kota,2025-12,2025,12,0
Singkawang,Kota,2026-01,2026,1,2
Singkawang,Kota,2026-02,2026,2,3
Singkawang,Kota,2026-03,2026,3,6
Singkawang,Kota,2026-04,2026,4,45
Singkawang,Kota,2026-05,2026,5,0
Singkawang,Kota,2026-06,2026,6,0
Singkawang,Kota,2026-07,2026,7,1
Singkawang,Kota,2026-08,2026,8,22
Sintang,Kabupaten,2012-01,2012,1,2
Sintang,Kabupaten,2012-02,2012,2,4
Sintang,Kabupaten,2012-03,2012,3,9
Sintang,Kabupaten,2012-04,2012,4,9
Sintang,Kabupaten,2012-05,2012,5,31
Sintang,Kabupaten,2012-06,2012,6,53
Sintang,Kabupaten,2012-07,2012,7,122
Sintang,Kabupaten,2012-08,2012,8,1310
Sintang,Kabupaten,2012-09,2012,9,2075
Sintang,Kabupaten,2012-10,2012,10,44
Sintang,Kabupaten,2012-11,2012,11,6
Sintang,Kabupaten,2012-12,2012,12,3
Sintang,Kabupaten,2013-01,2013,1,35
Sintang,Kabupaten,2013-02,2013,2,1
Sintang,Kabupaten,2013-03,2013,3,19
Sintang,Kabupaten,2013-04,2013,4,4
Sintang,Kabupaten,2013-05,2013,5,2
Sintang,Kabupaten,2013-06,2013,6,63
Sintang,Kabupaten,2013-07,2013,7,27
Sintang,Kabupaten,2013-08,2013,8,988
Sintang,Kabupaten,2013-09,2013,9,1554
Sintang,Kabupaten,2013-10,2013,10,236
Sintang,Kabupaten,2013-11,2013,11,4
Sintang,Kabupaten,2013-12,2013,12,4
Sintang,Kabupaten,2014-01,2014,1,34
Sintang,Kabupaten,2014-02,2014,2,116
Sintang,Kabupaten,2014-03,2014,3,29
Sintang,Kabupaten,2014-04,2014,4,19
Sintang,Kabupaten,2014-05,2014,5,12
Sintang,Kabupaten,2014-06,2014,6,28
Sintang,Kabupaten,2014-07,2014,7,1783
Sintang,Kabupaten,2014-08,2014,8,1067
Sintang,Kabupaten,2014-09,2014,9,878
Sintang,Kabupaten,2014-10,2014,10,50
Sintang,Kabupaten,2014-11,2014,11,12
Sintang,Kabupaten,2014-12,2014,12,5
Sintang,Kabupaten,2015-01,2015,1,2
Sintang,Kabupaten,2015-02,2015,2,3
Sintang,Kabupaten,2015-03,2015,3,8
Sintang,Kabupaten,2015-04,2015,4,11
Sintang,Kabupaten,2015-05,2015,5,8
Sintang,Kabupaten,2015-06,2015,6,22
Sintang,Kabupaten,2015-07,2015,7,260
Sintang,Kabupaten,2015-08,2015,8,2934
Sintang,Kabupaten,2015-09,2015,9,1933
Sintang,Kabupaten,2015-10,2015,10,66
Sintang,Kabupaten,2015-11,2015,11,3
Sintang,Kabupaten,2015-12,2015,12,15
Sintang,Kabupaten,2016-01,2016,1,1
Sintang,Kabupaten,2016-02,2016,2,1
Sintang,Kabupaten,2016-03,2016,3,5
Sintang,Kabupaten,2016-04,2016,4,4
Sintang,Kabupaten,2016-05,2016,5,6
Sintang,Kabupaten,2016-06,2016,6,6
Sintang,Kabupaten,2016-07,2016,7,36
Sintang,Kabupaten,2016-08,2016,8,715
Sintang,Kabupaten,2016-09,2016,9,1147
Sintang,Kabupaten,2016-10,2016,10,260
Sintang,Kabupaten,2016-11,2016,11,3
Sintang,Kabupaten,2016-12,2016,12,2
Sintang,Kabupaten,2017-01,2017,1,2
Sintang,Kabupaten,2017-02,2017,2,2
Sintang,Kabupaten,2017-03,2017,3,3
Sintang,Kabupaten,2017-04,2017,4,4
Sintang,Kabupaten,2017-05,2017,5,9
Sintang,Kabupaten,2017-06,2017,6,6
Sintang,Kabupaten,2017-07,2017,7,177
Sintang,Kabupaten,2017-08,2017,8,165
Sintang,Kabupaten,2017-09,2017,9,746
Sintang,Kabupaten,2017-10,2017,10,98
Sintang,Kabupaten,2017-11,2017,11,3
Sintang,Kabupaten,2017-12,2017,12,3
Sintang,Kabupaten,2018-01,2018,1,0
Sintang,Kabupaten,2018-02,2018,2,8
Sintang,Kabupaten,2018-03,2018,3,2
Sintang,Kabupaten,2018-04,2018,4,3
Sintang,Kabupaten,2018-05,2018,5,5
Sintang,Kabupaten,2018-06,2018,6,24
Sintang,Kabupaten,2018-07,2018,7,346
Sintang,Kabupaten,2018-08,2018,8,1562
Sintang,Kabupaten,2018-09,2018,9,558
Sintang,Kabupaten,2018-10,2018,10,31
Sintang,Kabupaten,2018-11,2018,11,0
Sintang,Kabupaten,2018-12,2018,12,1
Sintang,Kabupaten,2019-01,2019,1,1
Sintang,Kabupaten,2019-02,2019,2,3
Sintang,Kabupaten,2019-03,2019,3,4
Sintang,Kabupaten,2019-04,2019,4,0
Sintang,Kabupaten,2019-05,2019,5,7
Sintang,Kabupaten,2019-06,2019,6,4
Sintang,Kabupaten,2019-07,2019,7,57
Sintang,Kabupaten,2019-08,2019,8,956
Sintang,Kabupaten,2019-09,2019,9,1413
Sintang,Kabupaten,2019-10,2019,10,82
Sintang,Kabupaten,2019-11,2019,11,10
Sintang,Kabupaten,2019-12,2019,12,0
Sintang,Kabupaten,2020-01,2020,1,2
Sintang,Kabupaten,2020-02,2020,2,1
Sintang,Kabupaten,2020-03,2020,3,2
Sintang,Kabupaten,2020-04,2020,4,5
Sintang,Kabupaten,2020-05,2020,5,6
Sintang,Kabupaten,2020-06,2020,6,3
Sintang,Kabupaten,2020-07,2020,7,9
Sintang,Kabupaten,2020-08,2020,8,224
Sintang,Kabupaten,2020-09,2020,9,458
Sintang,Kabupaten,2020-10,2020,10,630
Sintang,Kabupaten,2020-11,2020,11,11
Sintang,Kabupaten,2020-12,2020,12,2
Sintang,Kabupaten,2021-01,2021,1,1
Sintang,Kabupaten,2021-02,2021,2,11
Sintang,Kabupaten,2021-03,2021,3,1
Sintang,Kabupaten,2021-04,2021,4,11
Sintang,Kabupaten,2021-05,2021,5,3
Sintang,Kabupaten,2021-06,2021,6,12
Sintang,Kabupaten,2021-07,2021,7,232
Sintang,Kabupaten,2021-08,2021,8,153
Sintang,Kabupaten,2021-09,2021,9,612
Sintang,Kabupaten,2021-10,2021,10,387
Sintang,Kabupaten,2021-11,2021,11,9
Sintang,Kabupaten,2021-12,2021,12,9
Sintang,Kabupaten,2022-01,2022,1,5
Sintang,Kabupaten,2022-02,2022,2,10
Sintang,Kabupaten,2022-03,2022,3,12
Sintang,Kabupaten,2022-04,2022,4,8
Sintang,Kabupaten,2022-05,2022,5,20
Sintang,Kabupaten,2022-06,2022,6,11
Sintang,Kabupaten,2022-07,2022,7,112
Sintang,Kabupaten,2022-08,2022,8,526
Sintang,Kabupaten,2022-09,2022,9,268
Sintang,Kabupaten,2022-10,2022,10,45
Sintang,Kabupaten,2022-11,2022,11,10
Sintang,Kabupaten,2022-12,2022,12,8
Sintang,Kabupaten,2023-01,2023,1,13
Sintang,Kabupaten,2023-02,2023,2,8
Sintang,Kabupaten,2023-03,2023,3,5
Sintang,Kabupaten,2023-04,2023,4,32
Sintang,Kabupaten,2023-05,2023,5,17
Sintang,Kabupaten,2023-06,2023,6,61
Sintang,Kabupaten,2023-07,2023,7,626
Sintang,Kabupaten,2023-08,2023,8,1241
Sintang,Kabupaten,2023-09,2023,9,344
Sintang,Kabupaten,2023-10,2023,10,30
Sintang,Kabupaten,2023-11,2023,11,5
Sintang,Kabupaten,2023-12,2023,12,11
Sintang,Kabupaten,2024-01,2024,1,1
Sintang,Kabupaten,2024-02,2024,2,2
Sintang,Kabupaten,2024-03,2024,3,9
Sintang,Kabupaten,2024-04,2024,4,3
Sintang,Kabupaten,2024-05,2024,5,3
Sintang,Kabupaten,2024-06,2024,6,7
Sintang,Kabupaten,2024-07,2024,7,24
Sintang,Kabupaten,2024-08,2024,8,191
Sintang,Kabupaten,2024-09,2024,9,1790
Sintang,Kabupaten,2024-10,2024,10,53
Sintang,Kabupaten,2024-11,2024,11,5
Sintang,Kabupaten,2024-12,2024,12,1
Sintang,Kabupaten,2025-01,2025,1,0
Sintang,Kabupaten,2025-02,2025,2,0
Sintang,Kabupaten,2025-03,2025,3,2
Sintang,Kabupaten,2025-04,2025,4,8
Sintang,Kabupaten,2025-05,2025,5,20
Sintang,Kabupaten,2025-06,2025,6,9
Sintang,Kabupaten,2025-07,2025,7,377
Sintang,Kabupaten,2025-08,2025,8,677
Sintang,Kabupaten,2025-09,2025,9,1628
Sintang,Kabupaten,2025-10,2025,10,42
Sintang,Kabupaten,2025-11,2025,11,13
Sintang,Kabupaten,2025-12,2025,12,0
Sintang,Kabupaten,2026-01,2026,1,29
Sintang,Kabupaten,2026-02,2026,2,3
Sintang,Kabupaten,2026-03,2026,3,14
Sintang,Kabupaten,2026-04,2026,4,3
Sintang,Kabupaten,2026-05,2026,5,8
Sintang,Kabupaten,2026-06,2026,6,23
Sintang,Kabupaten,2026-07,2026,7,209
Sintang,Kabupaten,2026-08,2026,8,1650
